REGISTERENHETID,BRUKSENHETSID,SALGS_DOKUMENTAAR,SALGSBELOEP,BRUKSAREAL,POSTNUMMER,GATENAVN,BEBYGDAREAL,BRUKSENHETSTYPEKODE,ANTALLROM,DOKUMENTDATO
4363185,459968438,2019,0,121,9020,Storbakkvegen,86,Bolig,4,10/04/2019
3133476,61155245,2020,4500000,237,9103,Vågslettvegen,0,Bolig,0,22/09/2020
3135317,60794000,2023,5750000,140,9017,Grevlingvegen,0,Bolig,3,15/08/2023
4099450,61031756,2019,3350000,65,9007,Balsfjordgata,0,Bolig,0,09/08/2019
234455008,60918784,2020,2700000,108,9104,Nermyra,0,Bolig,4,07/07/2020
234456421,60922950,2022,2875000,70,9020,Kaldslettvegen,1,Bolig,3,30/09/2022
3141256,60837205,2020,7350000,275,9011,Conrad Holmboes veg,0,Bolig,6,04/09/2020
302495874,517858821,2021,0,99,9013,Vangberg,613,Bolig,4,14/01/2021
234451872,61045663,2020,0,110,9018,Utsikten,0,Bolig,4,11/06/2020
4098400,60857283,2023,3900000,75,9017,Langbølgen,0,Bolig,3,08/05/2023
4172347,60925674,2022,4490000,75,9016,Stallovegen,0,Bolig,3,15/11/2022
4210447,60978907,2020,3500000,64,9016,Langnesvegen,0,Bolig,3,04/08/2020
234456023,61199328,2022,4000000,144,9022,Glimmervegen,1,Bolig,4,01/03/2022
3141611,60983242,2020,0,237,9012,Holtvegen,0,Bolig,4,22/12/2020
3141611,60983242,2021,6500000,237,9012,Holtvegen,0,Bolig,4,04/01/2021
4307375,347858143,2021,5725000,107,9020,Skogvegen,113,Bolig,4,21/09/2021
4325379,61035931,2023,0,46,9019,Idunnvegen,0,Bolig,3,23/01/2023
3125115,61094910,2019,6900000,338,9023,Tønsvikvegen,0,Bolig,5,15/08/2019
3125656,61062401,2023,4870000,140,9024,Krøkebærvegen,0,Bolig,4,11/05/2023
276168480,468839677,2021,4600000,80,9007,Hjalmar Johansens gate,713,Bolig,4,17/02/2021
570400984,604177886,2021,0,97,9006,Strandvegen,560,Bolig,3,08/07/2021
3128954,61120818,2020,0,193,9021,Ramfjordnesvegen,0,Bolig,4,31/08/2020
234455721,60922855,2023,2780000,70,9006,Strandvegen,0,Bolig,2,09/03/2023
3142526,61174702,2021,0,36,9027,Breivikeidvegen,1,Fritidsbolig,2,13/01/2021
234336148,60904569,2020,0,80,9020,Sommarfjøsvegen,0,Bolig,3,03/08/2020
3137370,6365307659,2020,0,169,9012,Barduvegen,94,Bolig,8,16/04/2020
3145420,60984572,2021,7000000,199,9009,Kirkegårdsvegen,0,Bolig,5,07/06/2021
3135368,60799631,2019,6400000,210,9017,Grevlingvegen,0,Bolig,8,08/07/2019
3136591,61001484,2019,6450000,192,9014,Styrmannsvegen,0,Bolig,6,06/09/2019
3129431,61168347,2022,3350000,235,9027,Fagernesvegen,0,Bolig,4,09/12/2022
234454175,61089625,2021,0,60,9024,Planetvegen,0,Bolig,2,12/10/2021
234455913,60975573,2023,4000000,143,9015,Duevegen,0,Bolig,4,23/08/2023
234453699,60977610,2021,2200000,69,9014,Winston Churchills veg,697,Bolig,2,10/06/2021
4099895,60883468,2019,0,55,9008,Vestregata,0,Bolig,2,27/02/2019
3146482,61019645,2022,7100000,0,9008,Vestregata,0,UOPPGITT,0,25/05/2022
3134342,60851787,2019,0,105,9107,Rekvikvegen,0,Bolig,4,20/08/2019
4164525,60919852,2019,6800000,142,9006,Balsfjordvinden,284,Bolig,4,08/08/2019
234454952,60806281,2020,2350000,84,9020,Albertsvingen,0,Bolig,3,18/06/2020
234456425,60784971,2023,3700000,100,9024,Solvegen,0,Bolig,4,20/06/2023
3129925,61157209,2020,0,40,9057,Brokskarvegen,0,Ikke godkjent,2,19/10/2020
3135036,61033771,2023,0,150,9017,Ringvegen,0,Bolig,4,21/07/2023
3133725,61107061,2022,0,174,9107,Innelvvegen,0,Bolig,3,12/04/2022
234272584,61005133,2023,0,89,9011,Ringkøbingvegen,0,Bolig,3,07/09/2023
3129386,61169033,2020,0,87,9027,Fagernesvegen,0,Bolig,4,27/04/2020
3134148,61148801,2021,600000,178,9107,Fjordvegen,0,Bolig,6,13/01/2021
4107868,60890943,2023,0,120,9008,Nerstranda,0,Bolig,3,15/02/2023
4141835,60956692,2021,7900000,147,9008,Vestregata,0,Bolig,4,27/10/2021
234455652,60930102,2019,0,89,9013,Edderdunvegen,0,Bolig,3,30/04/2019
3133838,61109514,2020,6620000,198,9107,Fjordvegen,0,Bolig,0,14/09/2020
3130625,61152710,2019,0,55,9109,Straumsvegen,0,Fritidsbolig,3,23/07/2019
3129644,61167646,2019,0,190,9027,Andersdalvegen,0,Bolig,5,15/07/2019
234454970,60806279,2019,3080000,84,9020,Albertsvingen,0,Bolig,3,10/01/2019
234454970,60806279,2021,0,84,9020,Albertsvingen,0,Bolig,3,07/06/2021
234579183,60838690,2022,0,80,9015,Østavinden,0,Bolig,3,29/07/2022
234454615,60784912,2020,0,105,9018,Skattøra,0,Bolig,4,27/05/2020
761806350,6365356531,2020,0,108,9007,Oscar Larsens veg,1,Bolig,4,10/09/2020
4274027,144789631,2023,6200000,168,9020,Krokvegen,0,Bolig,5,18/01/2023
3132640,60792816,2021,6300000,186,9102,Einevegen,0,Bolig,4,01/12/2021
3497988,61159191,2023,1100000,46,9131,Storvikvegen,0,Fritidsbolig,2,13/09/2023
4099998,60891924,2023,0,73,9009,Rektor Qvigstads gate,446,Bolig,3,12/10/2023
4099184,60883456,2022,0,74,9006,Strandvegen,0,Bolig,3,01/09/2022
3129575,61168324,2021,0,98,9027,Andersdalvegen,0,Bolig,3,16/04/2021
4148356,60919729,2019,0,115,9022,Fjæreplyttvegen,2,Bolig,4,01/04/2019
4107539,60899063,2023,4900000,101,9013,Alaskasvingen,0,Bolig,3,30/01/2023
4099564,60839728,2021,3350000,59,9009,Hansjordnesgata,0,Bolig,2,01/06/2021
4164815,60919732,2021,4350000,110,9006,Balsfjordvinden,528,Bolig,3,07/04/2021
3132554,60787634,2019,5800000,279,9102,Soppsvingen,0,Bolig,5,04/07/2019
4099624,60984576,2020,0,115,9009,Kirkegårdsvegen,0,Bolig,7,27/07/2020
4314986,60845385,2020,4900000,191,9016,Hochlinvegen,0,Bolig,4,11/06/2020
416194519,61027922,2020,2630000,61,9008,Prestenggata,1,Bolig,3,01/09/2020
3130988,61100348,2022,2910000,199,9109,Straumsvegen,0,Bolig,4,10/10/2022
3131679,61116508,2021,5600000,161,9101,Durmålsvegen,0,Bolig,5,08/10/2021
234454737,61085718,2019,2350000,69,9022,Malmvegen,0,Bolig,2,06/08/2019
257408005,482531268,2019,4998000,125,9021,Bergvollvegen,88,Bolig,5,05/03/2019
907603588,6399132775,2021,790000,87,9118,Lensmann Hvedings veg,87,Fritidsbolig,3,05/10/2021
234601668,60946677,2020,2550000,79,9007,Hjalmar Johansens gate,365,Bolig,3,26/06/2020
234456059,61083558,2022,4000000,107,9022,Glimmervegen,0,Bolig,4,03/02/2022
3141172,60829964,2023,6900000,209,9006,Marielund,0,Bolig,4,29/06/2023
294874930,534189823,2021,3900000,77,9022,Gullvegen,708,Bolig,3,08/04/2021
891727095,6262324580,2021,3500000,51,9008,Elvegata,1220,Bolig,2,03/12/2021
3129149,61166926,2021,0,153,9027,Breivikeidvegen,0,Bolig,4,12/05/2021
3129396,61169023,2020,0,117,9027,Fagernesvegen,0,Bolig,4,28/12/2020
3129396,61169023,2020,211112,117,9027,Fagernesvegen,0,Bolig,4,28/12/2020
3129396,61169023,2021,250000,117,9027,Fagernesvegen,0,Bolig,4,03/12/2021
3125108,60924727,2022,3800000,0,9023,Tønsvikvegen,0,UOPPGITT,0,22/07/2022
234604664,60943343,2020,0,75,9007,Hjalmar Johansens gate,596,Bolig,3,07/10/2020
3138592,60783240,2021,8100000,239,9006,Bjerkealleen,0,Bolig,6,02/08/2021
234451859,61046275,2023,0,95,9018,Utsikten,0,Bolig,3,01/06/2023
1055049761,61121503,2023,140000,34,9023,Vikvegen,0,Fritidsbolig,2,23/06/2023
3133320,61155984,2021,0,247,9103,Kvaløyvågvegen,0,Bolig,6,29/07/2021
3133838,61109514,2020,6620000,198,9107,Fjordvegen,0,Bolig,0,14/09/2020
3137191,60979923,2020,5250000,219,9012,Holtvegen,0,Bolig,6,14/10/2020
3677271,482929921,2020,5650000,138,9105,Langeidvegen,108,Bolig,6,18/05/2020
3144737,60991869,2023,0,141,9007,Austadvegen,0,Bolig,4,13/07/2023
3140073,61007523,2023,0,213,9011,Øvre Markveg,0,Bolig,4,11/09/2023
234454712,61085711,2020,2750000,131,9022,Malmvegen,0,Bolig,4,22/04/2020
279677611,505771972,2020,5920000,184,9017,Berglivegen,60,Bolig,4,14/04/2020
730148659,6279286396,2023,4500000,85,9020,Storbakkvegen,65,Bolig,3,31/07/2023
234454787,61085621,2022,1750000,69,9022,Granittvegen,0,Bolig,2,05/01/2022
641549487,61194069,2020,0,47,9109,Håkøyvegen,1,Ikke godkjent,3,04/06/2020
3130167,61144929,2022,2750000,112,9106,Leirstrandvegen,1,Bolig,4,28/09/2022
411328775,61062374,2019,3000000,99,9020,Tindvegen,0,Bolig,4,05/09/2019
553815814,6252923784,2020,5565000,98,9020,Bjerkengvegen,49,Bolig,4,04/03/2020
3141009,61003742,2019,2000000,131,9010,Askeladdsvingen,0,Bolig,4,26/09/2019
260684360,579622981,2020,7500000,188,9017,Hamneneset,1600,Bolig,4,05/10/2020
234456213,61083718,2021,0,106,9022,Malmvegen,0,Bolig,4,28/10/2021
234453005,61082141,2022,2300000,62,9022,Gneisvegen,0,Bolig,2,29/03/2022
3129511,179131768,2019,627830,53,9027,Sakariasjord,0,Fritidsbolig,3,24/09/2019
3130624,61152709,2023,0,45,9109,Straumsvegen,0,Fritidsbolig,3,02/01/2023
4109927,60835303,2021,3600000,86,9017,Bakken,0,Bolig,4,08/02/2021
4098781,60962750,2023,4100000,121,9016,Bregnevegen,0,Bolig,5,05/07/2023
3277844,60903218,2021,0,58,9103,Aldorvegen,0,Fritidsbolig,0,15/07/2021
3139126,60997653,2020,7800000,273,9006,Engenvegen,0,Bolig,7,14/02/2020
302495799,520619482,2022,0,84,9013,Vangberg,525,Bolig,4,20/06/2022
3136220,61002732,2020,6500000,193,9014,Kokkvegen,0,Bolig,4,03/11/2020
3132807,60797662,2021,2400000,141,9102,Ballblomvegen,0,Bolig,4,14/09/2021
280575596,508378873,2019,3050000,62,9024,Tomasjordnes,1064,Bolig,3,11/09/2019
645074506,398169280,2020,3990000,72,9024,Tomasjordvegen,147,Bolig,3,09/09/2020
645074509,398169279,2019,5450000,126,9024,Tomasjordvegen,147,Bolig,4,04/11/2019
645074512,398159038,2020,5700000,126,9024,Tomasjordvegen,147,Bolig,4,09/09/2020
3133406,61149573,2020,1700000,100,9120,Laukvika,0,Fritidsbolig,4,20/10/2020
3133419,61149474,2020,1700000,108,9120,Laukvika,0,Bolig,4,20/10/2020
4148122,60918728,2019,0,112,9101,Kalvedalsvegen,0,Bolig,4,06/03/2019
3129431,61168347,2022,3350000,235,9027,Fagernesvegen,0,Bolig,4,09/12/2022
3146194,61199326,2019,9900000,63,9008,Storgata,0,Bolig,2,06/11/2019
3143747,61138511,2020,100,199,9118,Ørvegen,0,Bolig,4,26/08/2020
3137900,60803375,2023,9000000,308,9016,Langnesvegen,0,Bolig,4,20/07/2023
4317668,378707108,2019,3480000,75,9008,Rektor Steens gate,41,Bolig,3,18/03/2019
570399663,591101257,2021,0,61,9006,Strandvegen,590,Bolig,3,20/10/2021
597752056,6249185921,2022,0,67,9016,Workinntoppen,459,Bolig,3,26/10/2022
4140456,60916012,2020,4200000,136,9020,Selmalund,0,Bolig,4,01/10/2020
234454941,60806309,2023,0,78,9020,Elisestien,0,Bolig,3,15/05/2023
234452631,61089296,2020,0,112,9024,Tomasjordvegen,0,Bolig,4,26/02/2020
3340845,61106455,2022,375000,0,9107,Fjordvegen,0,UOPPGITT,0,20/10/2022
3137237,6415017265,2020,8700000,423,9007,Nansenvegen,162,Bolig,12,11/12/2020
234455818,60906057,2022,0,105,9013,Hansbrevegen,561,Bolig,3,16/02/2022
261570439,470951862,2020,2050000,76,9020,Storbakkvegen,853,Bolig,3,27/02/2020
234453693,60977596,2019,1650000,69,9014,Winston Churchills veg,697,Bolig,2,02/04/2019
234456387,60922942,2021,2850000,75,9020,Kaldslettvegen,630,Bolig,3,01/02/2021
3143957,61142353,2019,0,229,9108,Sjøtunvegen,0,Bolig,5,28/02/2019
626563381,61065790,2019,3900000,173,9020,Carl Bertheussens veg,0,Bolig,6,17/07/2019
234580061,60916048,2020,2450000,85,9008,Grønnegata,1096,Bolig,3,17/07/2020
234580865,60946435,2022,1550000,35,9010,Stakkevollvegen,319,Bolig,2,22/09/2022
3135489,60829935,2022,7990000,201,9017,Notringen,87,Bolig,5,01/09/2022
3124362,61174108,2023,5600000,95,9023,Ullstindvegen,0,Bolig,4,12/04/2023
3293558,60911282,2019,0,276,9022,Toras veg,0,Bolig,6,19/06/2019
3143796,60880723,2023,3800000,153,9118,Smålia,0,Bolig,6,17/04/2023
304422247,525983195,2023,5900000,83,9016,Workinntoppen,500,Bolig,4,24/01/2023
234454361,60912970,2020,0,136,9013,Blårevsvingen,0,Bolig,3,02/09/2020
3134356,61176586,2019,2337000,128,9120,Vengsøya,0,Bolig,0,18/11/2019
234453676,60977591,2023,0,69,9014,Winston Churchills veg,697,Bolig,2,18/10/2023
293126567,510580678,2019,4700000,74,9016,Workinntoppen,1,Bolig,3,03/09/2019
3137821,60964670,2019,6850000,242,9013,Nordpolvegen,0,Bolig,6,03/10/2019
234272730,60980999,2019,3150000,67,9012,Gitta Jønssons veg,0,Bolig,4,06/03/2019
3132214,60958525,2020,6300000,263,9100,Østersvegen,0,Bolig,5,28/12/2020
3144438,61136460,2022,0,186,9110,Sommarøyvegen,0,Bolig,4,04/05/2022
234456079,61083491,2022,3500000,111,9022,Skifervegen,0,Bolig,4,05/04/2022
4137902,60917362,2022,0,88,9020,Iver Walnums veg,0,Bolig,3,27/09/2022
3140088,60982499,2020,0,330,9009,Clodiusbakken,0,Bolig,6,20/10/2020
3140088,60982499,2020,13100000,330,9009,Clodiusbakken,0,Bolig,6,20/10/2020
3138979,60988014,2019,9250000,136,9007,Fagerlivegen,0,Bolig,4,07/02/2019
4167074,60919926,2019,8250000,133,9016,Tuftebakken,0,Bolig,4,05/12/2019
4098043,61067821,2021,4000000,133,9020,Turistvegen,0,Bolig,4,29/06/2021
3456924,60955232,2022,6300000,183,9107,Nattmålsvegen,94,Bolig,4,29/09/2022
3143910,476493724,2019,4510000,177,9108,Sjøtunvegen,1,Bolig,6,05/08/2019
3126594,61198399,2023,0,120,9024,Tomasjordvegen,0,Bolig,5,13/04/2023
4099647,61024350,2022,0,78,9009,O L Aunes gate,0,Bolig,0,03/11/2022
3503452,455104054,2022,2990000,180,9118,Smålia,122,Bolig,5,12/05/2022
4098352,60852878,2021,3550000,75,9017,Ringvegen,0,Bolig,3,02/07/2021
3128139,61073206,2021,5000000,151,9020,Skarvegen,0,Bolig,7,24/09/2021
3129290,61166941,2022,816526,218,9027,Bærbakken,0,Bolig,6,09/03/2022
276168476,468840869,2021,1000000,81,9007,Hjalmar Johansens gate,713,Bolig,3,19/10/2021
276168476,468840869,2022,1175000,81,9007,Hjalmar Johansens gate,713,Bolig,3,09/03/2022
4099299,61183745,2021,3870000,80,9010,Skagesundvegen,0,Bolig,3,13/01/2021
234454118,61085733,2022,1980000,68,9022,Malmvegen,0,Bolig,2,10/05/2022
3135019,60974437,2019,0,124,9014,Winston Churchills veg,0,Bolig,5,03/06/2019
3129819,61160364,2022,3330000,179,9057,Kobbevågvegen,0,Bolig,6,07/10/2022
3129868,61160365,2022,0,226,9057,Kobbevågvegen,0,Bolig,5,07/10/2022
3129868,61160365,2022,3330000,226,9057,Kobbevågvegen,0,Bolig,5,07/10/2022
4241519,61026580,2020,3200000,112,9014,Styrmannsvegen,0,Bolig,4,22/06/2020
3124599,61171709,2020,1525000,35,9023,Ullstindvegen,0,Fritidsbolig,2,09/11/2020
234454914,61085472,2020,3250000,107,9022,Kvartsvegen,0,Bolig,4,02/11/2020
264341477,60941789,2021,3625000,69,9024,Tomasjordnes,543,Bolig,4,14/09/2021
234452523,60844021,2023,4210000,130,9020,Myrvegen,0,Bolig,4,01/09/2023
529609373,579511896,2019,4400000,87,9016,Marmælen,1170,Bolig,3,20/06/2019
308206412,527472839,2023,6000000,75,9012,Karisvingen,1,Bolig,3,06/09/2023
4107860,60890951,2023,6390000,97,9008,Nerstranda,0,Bolig,2,20/03/2023
4299836,312119085,2020,4650000,111,9012,Langnesvegen,174,Bolig,4,20/10/2020
294874928,534189825,2020,2800000,124,9022,Gullvegen,708,Bolig,4,07/07/2020
4172366,60925699,2022,2520517,117,9016,Stallovegen,0,Bolig,4,05/08/2022
234453315,60919775,2019,4990000,107,9016,Tuftebakken,931,Bolig,4,12/12/2019
234293251,60946544,2022,1900000,87,9020,Gullsmedjordet,260,Bolig,5,21/11/2022
4117262,60906015,2023,0,111,9016,Alvevegen,0,Bolig,3,04/01/2023
234456979,61089412,2019,0,101,9024,Planetvegen,0,Bolig,4,21/03/2019
3133407,61149506,2023,0,95,9120,Laukvika,0,Fritidsbolig,4,27/09/2023
234454707,61085660,2021,0,0,9022,Malmvegen,0,Bolig,4,10/12/2021
234453216,60786184,2020,3200000,103,9018,Varden,0,Bolig,4,16/12/2020
4264193,60952419,2021,0,75,9007,Hjalmar Johansens gate,0,Bolig,3,22/06/2021
3137826,60783244,2020,0,239,9012,Brinkvegen,0,Bolig,3,05/10/2020
3426235,61094174,2021,260000,9,9023,Tønsvikvegen,0,Fritidsbolig,0,01/02/2021
234456523,60919814,2023,0,61,9006,Balsfjordvinden,719,Bolig,2,11/04/2023
3127243,61069409,2020,4250000,183,9020,Myrvegen,0,Bolig,5,27/11/2020
234455695,60922872,2023,0,70,9006,Strandvegen,0,Bolig,2,03/04/2023
4098733,60868941,2020,3400000,83,9015,Klimavegen,0,Bolig,3,20/10/2020
641549487,61194069,2020,0,47,9109,Håkøyvegen,1,Ikke godkjent,3,04/06/2020
3125927,61197422,2021,3750000,116,9024,Venusvegen,0,Bolig,4,11/11/2021
234453881,60919897,2021,3785000,86,9016,Tuftebakken,0,Bolig,4,19/02/2021
562411684,6270398906,2022,8790000,166,9007,Kveldrovegen,103,Bolig,4,12/09/2022
3141151,60821026,2022,0,109,9007,Henrik Wergelands veg,0,Bolig,3,05/12/2022
3127517,61072465,2021,5610000,150,9020,Åsvegen,0,Bolig,5,05/07/2021
3129575,61168324,2021,0,98,9027,Andersdalvegen,0,Bolig,3,16/04/2021
3135855,60863622,2021,5200000,126,9017,Langbølgen,0,Bolig,4,21/06/2021
307864348,506261929,2022,7200000,172,9020,Solstrandvegen,87,Bolig,5,10/05/2022
234452783,61046075,2022,2925000,89,9018,Knausen,0,Bolig,3,05/04/2022
3137191,60979923,2020,5250000,219,9012,Holtvegen,0,Bolig,6,14/10/2020
4098853,60876808,2019,3425000,93,9016,Trollringen,0,Bolig,3,12/06/2019
445840552,6377915292,2021,2000000,170,9105,Skjegghaugvegen,94,Bolig,6,10/02/2021
445850872,6272718229,2019,2000000,230,9105,Eidhøgda,118,Bolig,8,15/03/2019
611594569,6359748255,2019,2000000,180,9105,Eidhøgda,90,Bolig,6,09/10/2019
3125573,61077352,2021,3500000,160,9024,Evjenvegen,0,Bolig,5,28/01/2021
640600462,60804677,2021,4070000,122,9008,Grønnegata,0,Bolig,3,21/07/2021
640600465,6280390259,2020,3385000,91,9008,Grønnegata,0,Bolig,3,21/02/2020
234456504,60919813,2020,1580000,61,9006,Balsfjordvinden,719,Bolig,2,20/03/2020
234455598,60790651,2021,2645000,40,9014,Winston Churchills veg,0,Bolig,2,29/10/2021
3140069,60968866,2023,5900000,186,9013,Vesterlivegen,0,Bolig,4,10/08/2023
3129997,61156564,2019,700000,36,9057,Brokskarvegen,1,Fritidsbolig,3,01/03/2019
1112100030,6453675838,2023,0,80,9006,Engenvegen,0,Bolig,3,11/07/2023
3131892,61107836,2023,6700000,182,9100,Morildvegen,0,Bolig,5,02/10/2023
3143987,61141150,2020,234000,46,9108,Sjøtunvegen,0,Fritidsbolig,3,17/07/2020
234456882,61089388,2020,3150000,45,9024,Planetvegen,0,Bolig,2,11/08/2020
3139802,60982490,2021,5600000,166,9011,Haakon VII's gate,0,Bolig,4,07/01/2021
3131892,61107836,2023,6700000,182,9100,Morildvegen,0,Bolig,5,02/10/2023
3129386,61169033,2020,1350000,87,9027,Fagernesvegen,0,Bolig,4,27/04/2020
3139837,61053132,2021,0,93,9012,Bekkevollvegen,0,Bolig,4,19/05/2021
3140066,60986929,2021,0,99,9012,Senjavegen,0,Bolig,5,19/05/2021
3140228,61184613,2021,0,158,9012,Lars Hagerups veg,0,Bolig,4,19/05/2021
3140357,61185639,2021,0,128,9012,Ottars veg,0,Bolig,4,19/05/2021
3140358,60983249,2021,0,128,9012,Ottars veg,0,Bolig,4,19/05/2021
3140364,60983235,2021,0,167,9012,Holtvegen,0,Bolig,4,19/05/2021
234453699,60977610,2021,2200000,69,9014,Winston Churchills veg,697,Bolig,2,10/06/2021
3125815,61057385,2020,6150000,183,9024,Tyttebærvegen,0,Bolig,4,18/11/2020
3124273,144798078,2020,0,43,9034,Oldervikvegen,0,Fritidsbolig,0,04/11/2020
3130300,61200747,2020,0,64,9106,Straumsvegen,0,Fritidsbolig,3,06/11/2020
234455182,60971738,2023,0,113,9022,Kvartsvegen,0,Bolig,4,07/06/2023
4215830,60941804,2022,0,12,9024,Tomasjordnes,543,Annet en bolig,0,28/03/2022
264341472,60941771,2022,0,69,9024,Tomasjordnes,543,Bolig,4,28/03/2022
3142217,61182588,2019,4900000,142,9019,Tors veg,0,Bolig,5,10/01/2019
530854920,579558613,2023,5000000,79,9006,Strandvegen,1,Bolig,3,26/07/2023
3139634,61038093,2021,5700000,231,9010,Thyholdtvegen,0,Bolig,7,01/11/2021
3131292,60813575,2021,6000000,165,9104,Nymohagen,0,Bolig,4,18/06/2021
234614142,60950964,2020,1125000,44,9024,Tomasjordnes,690,Bolig,1,04/11/2020
445409578,6279156162,2021,7500000,182,9105,Eidhøgda,105,Bolig,6,10/12/2021
3130449,61153347,2019,2350000,162,9109,Straumsvegen,0,Bolig,4,03/07/2019
3145823,61020784,2019,4900000,163,9008,Rektor Steens gate,0,Bolig,4,18/11/2019
3143595,61139180,2023,900000,118,9118,Brensholmvegen,0,Bolig,5,19/01/2023
234336153,60904570,2019,0,96,9020,Sommarfjøsvegen,0,Bolig,4,19/06/2019
529609418,579516507,2022,7300000,94,9016,Marmælen,1170,Bolig,3,11/05/2022
261570441,470951864,2022,1800000,58,9020,Storbakkvegen,853,Bolig,2,31/10/2022
485697966,585515714,2023,0,120,9016,Workinntoppen,801,Bolig,4,30/03/2023
3139945,60959608,2019,8000000,170,9013,Vesterlivegen,0,Bolig,4,16/08/2019
538977531,595734422,2020,0,137,9012,Barduvegen,150,Bolig,5,22/01/2020
3132362,61118101,2022,0,60,9102,Salarøyvegen,0,Bolig,3,03/08/2022
3134614,61157836,2022,0,45,9131,Skarsfjordvegen,0,Fritidsbolig,4,03/08/2022
234455737,60922864,2021,2820000,76,9006,Strandvegen,0,Bolig,2,04/03/2021
3139723,60988785,2019,4000000,148,9007,Kveldrovegen,0,Bolig,6,18/12/2019
3136161,61000621,2021,5900000,178,9014,Dramsvegen,0,Bolig,6,16/06/2021
3613158,61121486,2021,0,90,9023,Tønsvikdalen,0,Fritidsbolig,0,16/12/2021
610583340,60903058,2022,1435000,49,9024,Evjenvegen,0,Bolig,2,08/11/2022
3136517,61000728,2019,5400000,184,9014,Redervegen,0,Bolig,5,19/12/2019
3136897,61182567,2020,5120000,110,9015,Synnavinden,0,Bolig,4,07/09/2020
4098116,61061648,2020,4650000,155,9020,Turistvegen,0,Bolig,4,16/07/2020
4098117,61061647,2020,4650000,155,9020,Turistvegen,0,Bolig,4,16/07/2020
3132057,61103347,2020,5500000,172,9100,Ringselvegen,0,Bolig,4,16/11/2020
4273440,60955417,2019,3775000,91,9105,Jensvollvegen,0,Bolig,4,24/01/2019
3133320,61155984,2021,0,247,9103,Kvaløyvågvegen,0,Bolig,6,29/07/2021
4257511,60944975,2023,4040000,88,9024,Tomasjordnes,1,Bolig,4,10/01/2023
3140801,60995316,2021,0,163,9006,Solbakken,0,Bolig,6,03/05/2021
234453852,60914350,2020,0,75,9020,Selmalund,0,Bolig,3,01/12/2020
234599249,60946492,2021,0,66,9015,Lundefuglvegen,305,Bolig,3,24/06/2021
234599249,60946492,2023,2350000,66,9015,Lundefuglvegen,305,Bolig,3,21/04/2023
3273967,60907201,2022,0,163,9013,Hornsundvegen,0,Bolig,5,24/03/2022
234454962,60806288,2021,2200000,87,9020,Albertsvingen,0,Bolig,3,06/05/2021
4097980,60851803,2020,0,158,9022,Turkisvegen,0,Bolig,4,25/05/2020
234606884,60952276,2020,1325000,35,9013,Wanny Woldstads veg,702,Bolig,2,29/06/2020
3361852,146683624,2020,0,31,9108,Synnøvjordvegen,0,Fritidsbolig,0,02/07/2020
3361855,61144958,2020,0,70,9108,Synnøvjordvegen,1,Ikke godkjent,3,02/07/2020
234454025,61087091,2020,2550000,131,9022,Malmvegen,0,Bolig,4,14/04/2020
3135939,60875884,2023,0,189,9017,Antennevegen,0,Bolig,7,04/04/2023
3395379,61192232,2020,6930000,148,9013,Hornsundvegen,0,Bolig,4,30/11/2020
4185006,60919798,2020,7350000,143,9006,Balsfjordvinden,0,Bolig,4,17/01/2020
3134230,60872085,2021,3400000,213,9107,Grøtfjordvegen,0,Bolig,5,02/07/2021
3136572,61001537,2020,0,255,9014,Båtsmannsvegen,0,Bolig,5,24/02/2020
234579183,60838690,2022,0,80,9015,Østavinden,0,Bolig,3,29/07/2022
234579183,60838690,2023,4025000,80,9015,Østavinden,0,Bolig,3,06/10/2023
234614970,60953972,2019,3200000,87,9024,Evjenvegen,0,Bolig,4,30/04/2019
280575603,508378389,2023,0,61,9024,Tomasjordnes,1064,Bolig,2,11/07/2023
3130011,60788780,2023,112000,133,9057,Brokskarvegen,0,Bolig,4,01/02/2023
3127467,61066589,2021,6100000,151,9020,Myrvegen,0,Bolig,4,20/04/2021
234453440,60933349,2021,1050000,58,9013,Edderdunvegen,629,Bolig,2,14/05/2021
234600798,60943312,2020,2860000,92,9020,Slipelvvegen,628,Bolig,4,10/11/2020
234336147,60904558,2019,0,74,9020,Sommarfjøsvegen,0,Bolig,3,25/02/2019
4098183,60893704,2021,0,78,9020,Tøbakken,0,Bolig,3,23/11/2021
234454357,60912968,2022,3200000,136,9013,Blårevsvingen,0,Bolig,3,11/11/2022
302495859,518836570,2019,0,66,9013,Vangberg,766,Bolig,3,08/10/2019
311143231,575904328,2021,0,61,9020,Storbakkvegen,788,Bolig,2,21/01/2021
3143927,61142345,2021,0,120,9108,Sjøtunvegen,0,Bolig,4,30/03/2021
234453081,60786207,2020,2500000,92,9018,Varden,0,Bolig,3,21/01/2020
3133386,60837189,2022,0,175,9103,Kvaløyvågvegen,0,Bolig,4,07/12/2022
234453810,60937537,2019,1710000,65,9008,Skippergata,1,Bolig,2,02/10/2019
3124291,144861928,2021,0,43,9034,Skotsætvegen,0,Fritidsbolig,0,17/11/2021
3439381,60943428,2021,0,53,9030,Skarmokkvegen,53,Fritidsbolig,3,11/11/2021
280575619,508374803,2021,2730000,47,9024,Tomasjordnes,1064,Bolig,2,29/07/2021
308206458,527470942,2021,5300000,80,9012,Karisvingen,1,Bolig,3,16/04/2021
4128106,60905923,2022,0,115,9013,Blårevsvingen,1,Bolig,3,22/06/2022
