REGISTERENHETID,BRUKSENHETSID,SALGS_DOKUMENTAAR,SALGSBELOEP,BRUKSAREAL,POSTNUMMER,GATENAVN,BEBYGDAREAL,BRUKSENHETSTYPEKODE,ANTALLROM,DOKUMENTDATO
234453338,60974465,2023,4075000,176,9015,Rypevegen,0,Bolig,4,09/06/2023
4302168,60956657,2021,0,51,9020,Lensmannsvegen,0,Bolig,2,29/04/2021
4207392,60984632,2021,0,73,9007,Oscar Larsens veg,0,Bolig,3,21/05/2021
234451829,61046257,2020,0,95,9018,Utsikten,0,Bolig,3,08/05/2020
293126497,510566724,2021,3320000,42,9016,Workinntoppen,1288,Bolig,2,10/06/2021
4311849,60980886,2022,500000,138,9012,Brinkvegen,1040,Bolig,4,09/03/2022
4166556,60914496,2019,2450000,62,9008,Paul Bjørviks gate,0,Bolig,2,24/06/2019
4116952,60900481,2021,3320000,79,9010,Dramsvegen,0,Bolig,3,04/05/2021
3144400,61132046,2021,3515000,125,9110,Vegkode 81088,0,Fritidsbolig,4,22/04/2021
3146815,60870376,2021,0,140,9009,Bjørkås terrasse,0,Bolig,5,03/02/2021
234580896,60946377,2019,0,35,9010,Stakkevollvegen,323,Bolig,2,19/02/2019
4098728,60868937,2021,3250000,83,9015,Klimavegen,0,Bolig,3,09/07/2021
234452910,61082160,2022,3590000,128,9022,Gneisvegen,0,Bolig,4,02/11/2022
4196219,60928790,2019,2540000,56,9008,Seminarbakken,53,Bolig,2,15/10/2019
4099851,60890938,2021,3100000,78,9008,Strandskillet,255,Bolig,3,26/05/2021
234452626,61089284,2020,2300000,112,9024,Tomasjordvegen,0,Bolig,4,28/09/2020
4116952,60900481,2021,3320000,79,9010,Dramsvegen,0,Bolig,3,04/05/2021
4125900,60977672,2021,3400000,77,9010,Nedre Maryborgveg,0,Bolig,3,30/11/2021
4212350,60927104,2020,3130000,80,9020,Arntjordet,0,Bolig,3,12/03/2020
3140066,60986929,2019,2000000,99,9012,Senjavegen,0,Bolig,5,20/08/2019
298047592,550916475,2022,0,37,9024,Tomasjordnes,915,Bolig,1,10/02/2022
234454528,60958607,2019,2675000,64,9018,Skattøra,0,Bolig,2,16/09/2019
381323008,565416348,2022,4325000,75,9010,Rødhettestien,567,Bolig,3,10/08/2022
234454485,60937498,2023,0,84,9020,Solstrandvegen,525,Bolig,4,02/02/2023
4099896,60883469,2021,2670000,55,9008,Vestregata,0,Bolig,2,01/09/2021
234600737,60946637,2022,1800000,64,9011,Sparre Schneiders veg,808,Bolig,3,17/01/2022
274580668,469372627,2021,3850000,66,9006,Strandvegen,755,Bolig,3,30/06/2021
234451846,61045682,2019,2800000,110,9018,Utsikten,0,Bolig,4,08/08/2019
3130285,61148153,2019,0,253,9106,Straumsvegen,0,Bolig,7,26/02/2019
234453833,60937518,2022,0,175,9008,Skippergata,1,Bolig,4,23/02/2022
274580668,469372627,2021,3850000,66,9006,Strandvegen,755,Bolig,3,30/06/2021
3556524,61193018,2022,2500000,125,9020,Anton Jakobsens veg,0,Bolig,4,24/02/2022
4099896,60883469,2021,2670000,55,9008,Vestregata,0,Bolig,2,01/09/2021
3536153,61193011,2022,4900000,105,9014,Stuertvegen,0,Bolig,3,02/06/2022
4149121,426492674,2020,2900000,84,9011,Haakon VII's gate,1,Bolig,3,28/05/2020
234580896,60946377,2023,481032,35,9010,Stakkevollvegen,323,Bolig,2,10/03/2023
4209300,60937588,2023,3050000,51,9007,Hjalmar Johansens gate,323,Bolig,2,16/05/2023
234616477,60955270,2022,1580000,58,9024,Tomasjordnes,1934,Bolig,3,11/03/2022
234452650,61089311,2020,777870,112,9024,Tomasjordvegen,0,Bolig,4,22/06/2020
3260502,60909056,2019,5190000,130,9020,Fergevegen,0,Bolig,5,02/07/2019
4105313,60899011,2020,1000000,73,9020,Elvhusvegen,1,Bolig,3,04/03/2020
3132920,60807660,2023,5550000,179,9102,Tusenfrydvegen,0,Bolig,4,02/06/2023
4368034,459980552,2021,0,82,9020,Storbakkvegen,86,Bolig,3,06/12/2021
448958534,503373595,2021,6210000,129,9020,Storbakkvegen,72,Bolig,4,01/07/2021
1084052448,61136522,2023,2150000,0,9110,Hamnevegen,0,UOPPGITT,0,09/05/2023
597739069,6273147362,2019,0,130,9007,Hagavegen,65,Bolig,4,12/09/2019
234604671,60943329,2020,2500000,70,9007,Hjalmar Johansens gate,596,Bolig,3,20/10/2020
3137381,6269259666,2019,15800000,0,9012,Gitta Jønssons veg,1940,UOPPGITT,0,20/08/2019
234591248,61197369,2019,2000000,85,9006,Sjøstranda,848,Bolig,3,11/09/2019
4249723,60948479,2020,2850000,97,9012,Brinkvegen,746,Bolig,4,14/07/2020
234454962,60806288,2021,2200000,87,9020,Albertsvingen,0,Bolig,3,06/05/2021
494939795,534206156,2020,4925000,103,9022,Gullvegen,1200,Bolig,4,08/01/2020
3132496,60787640,2023,3200000,152,9102,Smørblomstvegen,0,Bolig,4,02/01/2023
234453157,60786174,2021,2900000,92,9018,Varden,130,Bolig,3,05/07/2021
3140238,508585084,2020,0,155,9010,Thyholdtvegen,82,Bolig,4,28/01/2020
3144346,61143710,2020,0,47,9107,Rekvikvegen,0,Bolig,3,28/01/2020
234456267,61083624,2022,3290000,106,9022,Malmvegen,0,Bolig,4,10/06/2022
234453303,325228200,2021,0,115,9024,Månevegen,0,Bolig,4,20/09/2021
800483368,6278400538,2023,4000000,68,9020,Solstrandvegen,2570,Bolig,3,06/01/2023
3127057,61066665,2021,5800000,161,9020,Turistvegen,0,Bolig,4,13/08/2021
234455163,61082214,2020,3400000,113,9022,Kvartsvegen,0,Bolig,4,04/06/2020
234454628,60958625,2019,0,104,9018,Skattøra,0,Bolig,4,26/06/2019
3126885,61065826,2022,0,104,9020,Grøtsundvegen,0,Bolig,4,09/03/2022
234454701,61085683,2021,3300000,0,9022,Malmvegen,0,Bolig,4,05/07/2021
234455699,60922877,2021,2950000,70,9006,Strandvegen,0,Bolig,2,27/10/2021
234452143,60945006,2021,1320000,73,9017,Jervvegen,0,Bolig,4,26/11/2021
234580081,60916039,2021,3750000,79,9008,Grønnegata,1096,Bolig,3,30/06/2021
234454347,60912963,2021,3400000,136,9013,Blårevsvingen,0,Bolig,3,16/07/2021
234579173,60838712,2019,3800000,84,9015,Østavinden,0,Bolig,3,05/08/2019
253085112,429546236,2021,0,105,9011,Forhåpningen,678,Bolig,4,04/05/2021
4098165,60882085,2019,3650000,86,9020,Reinvegen,0,Bolig,3,11/06/2019
4098141,60882046,2023,4230000,90,9020,Theodor Hagerups veg,0,Bolig,4,10/02/2023
234454954,60806342,2023,2550000,63,9020,Elisestien,0,Bolig,2,07/02/2023
234451726,61045827,2019,2250000,95,9018,Utsikten,0,Bolig,3,28/03/2019
234453153,60786334,2021,2910000,92,9018,Varden,0,Bolig,3,20/05/2021
958306034,6391090005,2022,0,72,9006,Juldagan,260,Bolig,3,16/06/2022
234454962,60806288,2021,2200000,87,9020,Albertsvingen,0,Bolig,3,06/05/2021
234455367,61045493,2021,3260000,95,9018,Brattbakken,0,Bolig,3,27/10/2021
234454962,60806288,2021,2200000,87,9020,Albertsvingen,0,Bolig,3,06/05/2021
234611835,60946604,2023,1780000,41,9008,Storgata,0,Bolig,2,19/06/2023
234456399,60922930,2021,0,75,9020,Kaldslettvegen,630,Bolig,3,26/08/2021
3129838,61158421,2019,3000000,181,9057,Furuvegen,0,Bolig,5,19/07/2019
257737961,61022042,2019,1320000,23,9008,Storgata,218,Bolig,1,22/08/2019
308206459,527470944,2022,5800000,101,9012,Karisvingen,1,Bolig,4,21/04/2022
274580651,469384057,2023,3350000,62,9006,Strandvegen,388,Bolig,2,21/07/2023
234451953,61045750,2022,3300000,110,9018,Utsikten,0,Bolig,4,01/11/2022
404135188,61039924,2023,1600000,26,9010,Stakkevollvegen,0,Bolig,2,05/05/2023
3130743,61154023,2023,0,33,9109,Straumsvegen,0,Fritidsbolig,2,25/08/2023
234453675,60977505,2022,2600000,40,9015,Duevegen,0,Bolig,2,02/08/2022
234455170,61082212,2023,0,113,9022,Kvartsvegen,0,Bolig,4,12/05/2023
234456787,60981101,2023,0,76,9012,Christian VII's gate,0,Bolig,3,05/09/2023
234455170,61082212,2023,0,113,9022,Kvartsvegen,0,Bolig,4,12/05/2023
4172339,60925695,2023,0,77,9016,Stallovegen,0,Bolig,3,02/03/2023
4179517,61193010,2022,4425000,103,9014,Redervegen,0,Bolig,3,23/08/2022
263543944,507591460,2021,4400000,61,9010,Stakkevollvegen,629,Bolig,3,09/08/2021
4202782,60934709,2021,3200000,49,9010,Beringstredet,0,Bolig,2,01/10/2021
234456229,61083667,2021,0,103,9022,Malmvegen,0,Bolig,4,23/08/2021
3126885,61065826,2022,3950000,104,9020,Grøtsundvegen,0,Bolig,4,09/03/2022
234456495,60931738,2020,2180000,61,9006,Balsfjordvinden,0,Bolig,3,17/01/2020
4303466,60934824,2019,2100000,45,9020,Solstrandvegen,0,Bolig,2,04/07/2019
4303467,60934823,2019,4650000,121,9020,Solstrandvegen,0,Bolig,4,29/03/2019
485698032,598556722,2023,5600000,83,9016,Workinntoppen,477,Bolig,3,11/04/2023
234605851,60949776,2023,2440000,64,9016,Draugen,10,Bolig,3,26/05/2023
4287632,316932395,2019,6700000,167,9006,Krognessvegen,0,Bolig,5,11/06/2019
234600788,60943315,2020,1450000,44,9020,Slipelvvegen,628,Bolig,2,10/07/2020
3129660,61161619,2020,600000,57,9027,Andersdalvegen,0,Fritidsbolig,3,06/05/2020
234604662,60943359,2022,3450000,71,9007,Hjalmar Johansens gate,596,Bolig,3,11/07/2022
234456392,60922933,2020,0,70,9020,Kaldslettvegen,630,Bolig,3,22/12/2020
3127487,61066586,2020,1988999,248,9020,Myrvegen,0,Bolig,6,19/05/2020
234453243,60933385,2021,2350000,45,9006,Balsfjordvinden,0,Bolig,2,02/08/2021
268011203,516204304,2021,2820000,40,9008,Verftsgata,338,Bolig,2,03/09/2021
234453195,60786323,2023,3375000,101,9018,Varden,0,Bolig,4,06/03/2023
234600798,60943312,2020,2860000,92,9020,Slipelvvegen,628,Bolig,4,10/11/2020
261570425,452387799,2021,2900000,81,9020,Storbakkvegen,1,Bolig,3,24/09/2021
4099886,60855646,2022,3450000,60,9008,Vestregata,0,Bolig,2,03/05/2022
234456968,61089389,2019,2420000,45,9024,Planetvegen,0,Bolig,2,06/12/2019
251388754,453857766,2019,6325000,162,9016,Bregnevegen,54,Bolig,5,26/08/2019
4143712,61012047,2021,4150000,65,9009,Idrettsvegen,0,Bolig,3,30/04/2021
234611851,60946617,2023,0,28,9008,Storgata,0,Bolig,2,05/05/2023
234454404,60931585,2021,0,53,9006,Sjøstranda,354,Bolig,2,24/02/2021
234580058,60916036,2021,1256895,85,9008,Grønnegata,1096,Bolig,3,02/06/2021
4111525,60872080,2021,2760000,63,9020,Turistvegen,0,Bolig,3,22/06/2021
454922020,570370074,2022,5590000,94,9016,Workinntoppen,1207,Bolig,4,09/09/2022
3142082,61034672,2022,2800000,152,9019,Lidskjalvvegen,0,Bolig,5,23/06/2022
274580619,469395480,2019,3350000,66,9006,Strandvegen,695,Bolig,3,23/09/2019
3127972,60783221,2021,5750000,191,9020,Møllervegen,0,Bolig,4,06/01/2021
276747098,470879349,2021,4400000,69,9006,Strandvegen,371,Bolig,3,03/06/2021
4212452,60887749,2020,1158200,64,9008,Havnegata,0,Bolig,3,22/01/2020
4212452,60887749,2021,1721000,64,9008,Havnegata,0,Bolig,3,23/04/2021
234454087,61083451,2019,1900000,91,9022,Malmvegen,0,Bolig,2,02/12/2019
234610431,60952302,2022,900000,25,9013,Wanny Woldstads veg,0,Bolig,2,31/01/2022
4137908,60917366,2022,0,108,9020,Iver Walnums veg,0,Bolig,3,21/01/2022
293126537,510543703,2022,4450000,62,9016,Workinntoppen,1288,Bolig,2,05/09/2022
234452508,61066644,2019,3950000,130,9020,Myrvegen,0,Bolig,4,06/03/2019
293126580,510580669,2021,3000000,40,9016,Workinntoppen,1,Bolig,2,29/03/2021
234455698,60922869,2022,0,76,9006,Strandvegen,0,Bolig,2,18/03/2022
234455452,61045614,2020,3200000,95,9018,Brattbakken,0,Bolig,3,18/12/2020
454922020,570370074,2022,5590000,94,9016,Workinntoppen,1207,Bolig,4,09/09/2022
268011203,516204304,2021,2820000,40,9008,Verftsgata,338,Bolig,2,03/09/2021
234272639,61005154,2021,4330000,89,9011,Ringkøbingvegen,0,Bolig,3,14/10/2021
234604671,60943329,2020,2500000,70,9007,Hjalmar Johansens gate,596,Bolig,3,20/10/2020
3286236,61157201,2020,1200000,101,9057,Brokskarvegen,0,Bolig,4,18/12/2020
4099469,60826517,2021,4210000,154,9009,Clodiusbakken,0,Bolig,4,12/03/2021
4126836,60880755,2019,4100000,78,9013,Grønlandsvegen,0,Bolig,3,30/10/2019
4137704,61017314,2021,4800000,129,9011,Haakon VII's gate,1,Bolig,3,20/10/2021
4249876,61018370,2020,4050000,104,9009,Idrettsvegen,1,Bolig,3,15/12/2020
4108157,60891954,2021,2700000,42,9020,Tøbakken,0,Bolig,2,30/09/2021
4108158,60891952,2021,2560000,42,9020,Tøbakken,0,Bolig,2,26/10/2021
3142263,61182602,2021,5800000,147,9019,Kvalsundvegen,0,Bolig,5,06/01/2021
3141039,61003735,2023,6300000,131,9010,Askeladdsvingen,0,Bolig,4,28/08/2023
234456291,61083675,2020,2040000,50,9022,Malmvegen,0,Bolig,2,01/10/2020
234452309,61045942,2019,3350000,108,9018,Rundvannet,0,Bolig,4,19/06/2019
274580619,469395480,2019,3350000,66,9006,Strandvegen,695,Bolig,3,23/09/2019
302495859,518836570,2020,3700000,66,9013,Vangberg,766,Bolig,3,02/06/2020
234455640,60930115,2022,1750000,59,9013,Edderdunvegen,0,Bolig,2,23/05/2022
3133421,60854639,2021,0,71,9120,Laukvika,0,Fritidsbolig,4,04/08/2021
274580655,469384051,2022,3500000,62,9006,Strandvegen,388,Bolig,2,24/05/2022
234601675,60946685,2021,1250000,61,9007,Hjalmar Johansens gate,365,Bolig,3,15/01/2021
234452883,61083399,2023,3000000,121,9022,Gneisvegen,1,Bolig,4,02/06/2023
234451953,61045750,2022,3300000,110,9018,Utsikten,0,Bolig,4,01/11/2022
234455861,60907283,2019,0,78,9016,Tuftebakken,0,Bolig,3,31/10/2019
234272700,60980951,2019,0,80,9012,Anna Eides veg,0,Bolig,5,27/02/2019
234272700,60980951,2022,3650000,80,9012,Anna Eides veg,0,Bolig,5,05/09/2022
4107546,60899054,2022,0,116,9013,Alaskasvingen,0,Bolig,4,07/09/2022
234455205,61082182,2019,2890000,113,9022,Kvartsvegen,0,Bolig,4,05/04/2019
3141804,61051105,2020,4501000,168,9019,Gimlevegen,0,Bolig,6,15/01/2020
234455861,60907283,2019,0,78,9016,Tuftebakken,0,Bolig,3,31/10/2019
4355373,464325910,2021,3550000,58,9008,Amtmannsgata,0,Bolig,3,30/11/2021
274580655,469384051,2022,3500000,62,9006,Strandvegen,388,Bolig,2,24/05/2022
311144008,575887038,2020,2550000,82,9020,Storbakkvegen,683,Bolig,3,16/11/2020
4296919,61019483,2021,2900000,106,9009,Dramsvegen,0,Bolig,3,14/07/2021
3132496,60787640,2023,3200000,152,9102,Smørblomstvegen,0,Bolig,4,02/01/2023
234591248,61197369,2019,2000000,85,9006,Sjøstranda,848,Bolig,3,11/09/2019
234610463,60952325,2022,2375000,80,9013,Wanny Woldstads veg,0,Bolig,4,20/12/2022
234452814,61046006,2020,0,105,9018,Knausen,0,Bolig,4,05/08/2020
234455511,61045608,2023,0,110,9018,Brattbakken,0,Bolig,4,10/02/2023
234610441,60952301,2021,0,115,9013,Wanny Woldstads veg,0,Bolig,4,22/07/2021
3144400,61132046,2021,3515000,125,9110,Vegkode 81088,0,Fritidsbolig,4,22/04/2021
234454962,60806288,2021,2200000,87,9020,Albertsvingen,0,Bolig,3,06/05/2021
234454999,60956760,2019,2900000,101,9104,Mølneringen,0,Bolig,4,04/10/2019
234452617,61089257,2021,3550000,100,9024,Tomasjordvegen,0,Bolig,4,06/05/2021
234597163,60953753,2019,1250000,60,9007,Hjalmar Johansens gate,264,Bolig,3,28/08/2019
4099098,60971727,2019,3375000,181,9006,Balsnesvegen,0,Bolig,7,14/01/2019
4099099,60971728,2019,3375000,50,9006,Balsnesvegen,0,Bolig,2,14/01/2019
268011191,516204308,2022,3000000,34,9008,Verftsgata,338,Bolig,2,30/08/2022
234452710,61046105,2021,2300000,62,9018,Knausen,0,Bolig,2,19/04/2021
4197435,61191441,2021,3450000,52,9009,Karl Pettersens gate,0,Bolig,2,27/08/2021
234452532,60844015,2020,3750000,130,9020,Myrvegen,0,Bolig,4,31/07/2020
234456267,61083624,2022,3290000,106,9022,Malmvegen,0,Bolig,4,10/06/2022
308206465,527468289,2023,4350000,68,9012,Karisvingen,1,Bolig,3,02/03/2023
3625985,60943292,2020,0,233,9105,Mikkelmyra,92,Bolig,5,07/05/2020
4213214,60944834,2020,0,118,9016,Stallovegen,917,Bolig,4,30/07/2020
234611859,60946594,2023,1750000,41,9008,Storgata,0,Bolig,2,08/09/2023
234456089,61083532,2020,3700000,111,9022,Flintvegen,26,Bolig,4,06/08/2020
234616985,60956635,2019,1100000,54,9007,Hjalmar Johansens gate,502,Bolig,2,05/09/2019
267827102,489844055,2019,5415000,130,9020,Storbakkvegen,72,Bolig,4,25/01/2019
4099499,61012073,2023,2325000,76,9009,Dramsvegen,0,Bolig,3,17/07/2023
234455745,61083769,2023,3200000,107,9022,B A Løvolds veg,0,Bolig,4,26/01/2023
268011191,516204308,2022,3000000,34,9008,Verftsgata,338,Bolig,2,30/08/2022
3139907,61010907,2019,4500000,167,9011,Kemivegen,0,Bolig,5,06/09/2019
4098642,61003969,2020,4900000,178,9010,Doktordalvegen,0,Bolig,7,24/01/2020
500530224,575222116,2020,2700000,103,9006,Strandvegen,2970,Bolig,5,22/12/2020
263543967,486760581,2020,5000000,78,9010,Stakkevollvegen,629,Bolig,3,28/09/2020
234451968,61045849,2022,3300000,110,9018,Utsikten,0,Bolig,4,02/03/2022
4299837,312119084,2020,4260000,99,9012,Langnesvegen,174,Bolig,3,03/12/2020
795783889,6289365516,2023,1450000,50,9006,Strandvegen,918,Bolig,3,09/10/2023
234610455,60952343,2021,3800000,98,9013,Wanny Woldstads veg,0,Bolig,4,15/12/2021
3137096,60817381,2019,8600000,258,9012,Senjavegen,0,Bolig,5,23/04/2019
4314397,61038138,2022,2885000,56,9010,Kårvikvegen,130,Bolig,3,03/11/2022
4335010,280528546,2023,3250000,62,9008,Elvegata,100,Bolig,4,30/10/2023
4297024,60980862,2020,2900000,47,9012,Brinkvegen,0,Bolig,1,04/11/2020
3133836,61098938,2019,0,156,9107,Fjordvegen,0,Bolig,4,28/01/2019
4098695,60838746,2021,3700000,66,9015,Klimavegen,496,Bolig,3,03/08/2021
234453742,60977575,2023,1770000,69,9014,Winston Churchills veg,697,Bolig,2,31/05/2023
4200392,60941559,2020,4780000,111,9020,Rydningen,0,Bolig,4,07/09/2020
234610467,60952342,2022,4000000,101,9013,Wanny Woldstads veg,0,Bolig,4,14/10/2022
3137096,60817381,2019,8600000,258,9012,Senjavegen,0,Bolig,5,23/04/2019
4355991,444928761,2021,3500000,82,9020,Storbakkvegen,62,Bolig,3,28/07/2021
3140106,61006420,2020,5200000,127,9011,Zagrebvegen,0,Bolig,4,15/01/2020
250317351,485904693,2021,2200000,74,9019,Idunnvegen,1,Bolig,3,20/04/2021
4314397,61038138,2022,2885000,56,9010,Kårvikvegen,130,Bolig,3,03/11/2022
4323959,60789922,2021,2950000,52,9019,Idunnvegen,0,Bolig,2,14/06/2021
4117254,60905866,2022,0,109,9016,Alvevegen,0,Bolig,4,11/04/2022
3139377,61192251,2023,5200000,189,9006,Bentsjordvegen,1,Bolig,4,02/05/2023
234621641,60907176,2023,2250000,41,9024,Evjenvegen,180,Bolig,2,24/07/2023
4355376,464321916,2020,1773000,69,9008,Amtmannsgata,0,Bolig,3,13/10/2020
4244743,60945035,2019,3600000,98,9104,Nedre Storvollen,0,Bolig,4,03/10/2019
4099285,61183779,2019,3500000,77,9010,Nøysomheten,19,Bolig,3,11/11/2019
4307438,61037121,2022,4800000,153,9010,Aldor Ingebrigtsens veg,1,Bolig,5,15/09/2022
234610455,60952343,2021,3800000,98,9013,Wanny Woldstads veg,0,Bolig,4,15/12/2021
3124510,61177861,2019,160000,35,9023,Øvrevollvegen,0,Fritidsbolig,0,28/06/2019
3134067,60833649,2021,3500000,167,9107,Fjordvegen,0,Bolig,4,21/09/2021
3140106,61006420,2020,5200000,127,9011,Zagrebvegen,0,Bolig,4,15/01/2020
4099512,60818283,2019,3250000,85,9008,Fogd Drejers gate,0,Bolig,3,05/03/2019
234454953,60806343,2021,2625000,63,9020,Elisestien,0,Bolig,3,31/03/2021
257029790,60941833,2022,0,87,9024,Tomasjordnes,953,Bolig,2,23/08/2022
4267746,60953884,2021,4720000,90,9016,Draugen,753,Bolig,3,28/10/2021
4191455,60854466,2020,4850000,136,9007,Henrik Wergelands veg,1,Bolig,3,05/05/2020
304422188,554073356,2021,5150000,75,9016,Workinntoppen,545,Bolig,3,19/11/2021
234454428,60931567,2022,2000000,42,9006,Sjøstranda,315,Bolig,2,12/08/2022
3133836,61098938,2019,0,156,9107,Fjordvegen,0,Bolig,4,28/01/2019
3133836,61098938,2019,4590000,156,9107,Fjordvegen,0,Bolig,4,05/08/2019
411256915,6242425475,2019,5490000,147,9104,Sandskjellvegen,62,Bolig,5,28/05/2019
411256945,6242427450,2019,5490000,147,9104,Sandskjellvegen,62,Bolig,5,28/05/2019
411257015,6242427455,2019,5650000,150,9104,Sandskjellvegen,1,Bolig,5,28/05/2019
411257055,6242423610,2019,5570000,150,9104,Sandskjellvegen,64,Bolig,5,21/02/2019
411257145,6242423615,2019,5550000,147,9104,Sandskjellvegen,62,Bolig,5,21/05/2019
411257245,6242424610,2019,5550000,147,9104,Sandskjellvegen,62,Bolig,5,15/05/2019
411263378,6242424615,2019,5650000,150,9104,Sandskjellvegen,64,Bolig,5,21/02/2019
4213565,61035977,2020,2075000,43,9019,Breiviklia,0,Bolig,2,03/03/2020
234453303,325228200,2021,0,115,9024,Månevegen,0,Bolig,4,20/09/2021
234453303,325228200,2023,4200000,115,9024,Månevegen,0,Bolig,4,02/09/2023
448041947,589565539,2022,5660000,126,9104,Sandskjellvegen,200,Bolig,4,29/11/2022
234456530,60919811,2019,1390000,55,9006,Balsfjordvinden,719,Bolig,2,06/06/2019
234451967,61045729,2020,3150000,63,9018,Utsikten,0,Bolig,2,16/07/2020
234272695,60980973,2022,2275000,27,9012,Anna Eides veg,0,Bolig,2,22/08/2022
4323963,60789926,2020,2425000,37,9019,Idunnvegen,1,Bolig,2,12/08/2020
3142884,61125824,2021,680000,129,9030,Stordalstrandvegen,0,Bolig,4,30/11/2021
234453066,60786232,2019,2600000,64,9018,Varden,0,Bolig,2,02/08/2019
4323963,60789926,2020,2425000,37,9019,Idunnvegen,1,Bolig,2,12/08/2020
234453007,61082135,2022,0,62,9022,Gneisvegen,0,Bolig,2,24/08/2022
4149528,60839715,2021,5400000,206,9009,Kirkegårdsvegen,0,Bolig,4,09/12/2021
4155232,61006413,2022,500000,61,9011,Grimsbyvegen,0,Bolig,3,27/06/2022
234454962,60806288,2021,2200000,87,9020,Albertsvingen,0,Bolig,3,06/05/2021
3142884,61125824,2021,680000,129,9030,Stordalstrandvegen,0,Bolig,4,30/11/2021
4207396,60997658,2019,0,59,9006,Engenvegen,1,Bolig,3,19/09/2019
4196246,60928747,2022,3500000,66,9008,Seminarbakken,53,Bolig,3,06/12/2022
234453011,61082132,2022,2225000,62,9022,Gneisvegen,0,Bolig,2,19/08/2022
234454962,60806288,2021,2200000,87,9020,Albertsvingen,0,Bolig,3,06/05/2021
234595880,60950895,2023,1550000,71,9007,Ramfjordgata,463,Bolig,3,10/07/2023
234612697,60953833,2022,1825000,42,9007,Hjalmar Johansens gate,677,Bolig,2,17/06/2022
234452110,60944992,2019,540000,54,9017,Jervvegen,0,Bolig,2,26/06/2019
4356104,60797676,2022,2000000,37,9010,Dramsvegen,0,Bolig,2,25/09/2022
268011204,516204305,2019,2750000,45,9008,Verftsgata,338,Bolig,3,28/11/2019
308542007,560230093,2020,7675000,153,9013,Tussøyvegen,51,Bolig,6,06/05/2020
562411681,6270398907,2021,6227000,133,9007,Kveldrovegen,103,Bolig,3,13/12/2021
4151280,61188858,2019,2400000,69,9020,Tromsøysundvegen,0,Bolig,3,24/07/2019
254759804,368266073,2021,4450000,96,9006,Balsfjordvinden,388,Bolig,3,01/12/2021
4260374,60952443,2023,2990000,50,9008,Karl Johan,0,Bolig,2,04/07/2023
311143241,575904439,2023,2950000,82,9020,Storbakkvegen,788,Bolig,3,16/08/2023
3658673,450179955,2022,6100000,147,9104,Strandsneglvegen,66,Bolig,4,05/08/2022
4260374,60952443,2023,2990000,50,9008,Karl Johan,0,Bolig,2,04/07/2023
4166564,60914504,2019,3870000,119,9008,Paul Bjørviks gate,0,Bolig,3,11/01/2019
276747107,470879338,2020,5400000,93,9006,Strandvegen,371,Bolig,4,11/02/2020
3499822,60949880,2022,3350000,100,9023,Ullstindvegen,66,Fritidsbolig,4,30/09/2022
234453011,61082132,2022,2225000,62,9022,Gneisvegen,0,Bolig,2,19/08/2022
234452110,60944992,2019,540000,54,9017,Jervvegen,0,Bolig,2,26/06/2019
